station_id,date,t_min,t_max,t_mean
PME248,2024-05-13,-2.53,19.98,8.72
PME248,2024-05-14,-0.09,21.08,10.5
PME248,2024-05-15,-0.06,18.22,9.08
PME248,2024-05-16,1.18,19.92,10.55
PME248,2024-05-17,3.43,21.24,12.34
PME248,2024-05-18,2.68,22.21,12.44
PME248,2024-05-19,3.37,24.76,14.07
PME248,2024-05-20,7.34,26.87,17.1
PME248,2024-05-21,5.62,27.31,16.46
PME248,2024-05-22,9.79,26.43,18.11
PME248,2024-05-23,8.31,26.71,17.51
PME248,2024-05-24,7.28,28.29,17.78
PME248,2024-05-25,10.57,27.28,18.92
PME248,2024-05-26,6.81,27.56,17.18
PME248,2024-05-27,4.46,27.53,16.0
PME248,2024-05-28,5.37,25.64,15.5
PME248,2024-05-29,7.72,27.97,17.84
PME248,2024-05-30,8.16,23.19,15.68
PME248,2024-05-31,6.65,25.77,16.21
PME248,2024-06-01,10.13,27.97,19.05
PME248,2024-06-02,9.47,23.22,16.34
PME248,2024-06-03,10.72,24.16,17.44
PME248,2024-06-04,10.44,23.66,17.05
PME248,2024-06-05,9.82,23.5,16.66
PME248,2024-06-06,10.13,26.33,18.23
PME248,2024-06-07,10.82,25.58,18.2
PME248,2024-06-08,10.6,24.16,17.38
PME248,2024-06-09,12.39,25.14,18.76
PME248,2024-06-10,12.61,24.13,18.37
PME248,2024-06-11,10.66,25.36,18.01
PME248,2024-06-12,9.22,20.45,14.84
PME248,2024-06-13,10.38,13.36,11.87
PME248,2024-06-14,7.81,21.36,14.58
PME248,2024-06-15,6.59,24.26,15.42
PME248,2024-06-16,8.63,28.47,18.55
PME248,2024-06-17,11.76,26.37,19.07
PME248,2024-06-18,11.6,30.43,21.02
PME248,2024-06-19,14.89,33.17,24.03
PME248,2024-06-20,10.19,22.34,16.26
PME248,2024-06-21,9.44,29.1,19.27
PME248,2024-06-22,15.58,30.21,22.9
PME248,2024-06-23,11.63,25.42,18.53
PME248,2024-06-24,11.2,22.02,16.61
PME248,2024-06-25,12.51,27.06,19.78
PME248,2024-06-26,11.57,29.01,20.29
PME248,2024-06-27,13.61,30.52,22.06
PME248,2024-06-28,14.83,32.23,23.53
PME248,2024-06-29,16.24,31.85,24.04
PME248,2024-06-30,15.84,33.93,24.88
PME248,2024-07-01,15.27,29.51,22.39
PME248,2024-07-02,12.79,20.67,16.73
PME248,2024-07-03,10.57,23.78,17.18
PME248,2024-07-04,13.61,26.96,20.28
PME248,2024-07-05,12.61,24.23,18.42
PME248,2024-07-06,14.89,32.38,23.64
PME248,2024-07-07,14.61,33.33,23.97
PME248,2024-07-08,15.24,27.88,21.56
PME248,2024-07-09,14.11,24.04,19.08
PME248,2024-07-10,16.4,34.59,25.5
PME248,2024-07-11,16.46,37.18,26.82
PME248,2024-07-12,15.43,34.78,25.1
PME248,2024-07-13,19.92,33.87,26.9
PME248,2024-07-14,17.22,27.47,22.34
PME248,2024-07-15,18.6,32.13,25.36
PME248,2024-07-16,17.88,34.65,26.26
PME248,2024-07-17,17.31,29.96,23.64
PME248,2024-07-18,16.62,19.82,18.22
PME248,2024-08-01,10.47,28.7,19.58
PME248,2024-08-02,11.57,27.94,19.76
PME248,2024-08-03,15.68,20.86,18.27
PME248,2024-08-04,10.51,28.25,19.38
PME248,2024-08-05,11.13,20.86,16.0
PME248,2024-08-06,11.6,23.78,17.69
PME248,2024-08-07,10.82,27.66,19.24
PME248,2024-08-08,9.82,27.53,18.68
PME248,2024-08-09,16.12,19.73,17.92
PME248,2024-08-10,12.42,27.62,20.02
PME248,2024-08-11,9.66,27.06,18.36
PME248,2024-08-12,6.69,25.77,16.23
PME248,2024-08-13,6.87,26.46,16.66
PME248,2024-08-14,5.81,27.59,16.7
PME248,2024-08-15,8.85,30.93,19.89
PME248,2024-08-16,15.08,32.48,23.78
PME248,2024-08-17,13.99,34.31,24.15
PME248,2024-08-18,16.28,20.45,18.37
PME248,2024-09-01,12.51,25.01,18.76
PME248,2024-09-02,12.07,30.4,21.24
PME248,2024-09-03,11.13,31.03,21.08
PME248,2024-09-04,11.38,30.4,20.89
PME248,2024-09-05,12.45,29.58,21.02
PME248,2024-09-06,14.27,29.58,21.92
PME248,2024-09-07,10.91,29.96,20.44
PME248,2024-09-08,9.13,28.13,18.63
PME248,2024-09-09,9.1,28.54,18.82
PME248,2024-09-10,12.14,17.94,15.04
PME248,2024-09-11,10.41,22.72,16.56
PME248,2024-09-12,11.26,23.12,17.19
PME248,2024-09-13,13.42,22.97,18.2
PME248,2024-09-14,16.62,19.48,18.05
PME248,2024-09-15,9.66,18.22,13.94
PME248,2024-09-16,12.07,23.53,17.8
PME248,2024-09-17,8.69,24.73,16.71
PME248,2024-09-18,7.87,21.74,14.8
PME248,2024-10-01,-0.18,10.22,5.02
PME248,2024-10-02,1.46,17.44,9.45
PME248,2024-10-03,9.0,13.92,11.46
PME248,2024-10-04,9.22,11.2,10.21
PME248,2024-10-05,8.88,10.16,9.52
PME248,2024-10-06,8.03,9.57,8.8
PME248,2024-10-07,3.84,13.89,8.86
PME248,2024-10-08,3.24,21.33,12.28
PME248,2024-10-09,10.44,22.97,16.7
PME248,2024-10-10,12.04,22.24,17.14
PME248,2024-10-11,5.81,14.93,10.37
PME248,2024-10-12,0.4,13.36,6.88
PME248,2024-10-13,0.03,14.93,7.48
PME248,2024-10-14,6.44,11.51,8.98
PME248,2024-10-15,5.68,9.91,7.8
PME248,2024-10-16,-0.84,11.98,5.57
PME248,2024-10-17,-2.09,11.26,4.58
PME248,2024-10-18,1.49,14.02,7.76
PME248,2024-11-01,8.44,15.55,12.0
PME248,2024-11-02,0.34,10.69,5.52
PME248,2024-11-03,-3.15,7.28,2.07
PME248,2024-11-04,-4.74,9.38,2.32
PME248,2024-11-05,-6.05,9.47,1.71
PME248,2024-11-06,-6.27,11.98,2.86
PME248,2024-11-07,-4.93,10.98,3.03
PME248,2024-11-08,1.71,4.25,2.98
PME248,2024-11-09,1.96,3.03,2.5
PME248,2024-11-10,-2.65,3.43,0.39
PME248,2024-11-11,-4.33,5.9,0.79
PME248,2024-11-12,-0.9,0.03,-0.44
PME248,2024-11-13,-0.9,0.9,0.0
PME248,2024-11-14,-1.06,3.68,1.31
PME248,2024-11-15,2.49,7.28,4.88
PME248,2024-11-16,1.15,6.37,3.76
PME248,2024-11-17,0.65,6.22,3.44
PME248,2024-11-18,2.43,3.37,2.9
PME248,2024-12-01,0.56,3.31,1.94
PME248,2024-12-02,0.59,4.25,2.42
PME248,2024-12-03,-0.87,3.81,1.47
PME248,2024-12-04,0.12,3.09,1.6
PME248,2024-12-05,0.62,3.59,2.1
PME248,2024-12-06,-0.25,2.74,1.25
PME248,2024-12-07,0.18,1.99,1.08
PME248,2024-12-08,1.24,3.68,2.46
PME248,2024-12-09,1.49,2.12,1.81
PME248,2024-12-10,-2.09,0.65,-0.72
PME248,2024-12-11,-1.37,0.71,-0.33
PME248,2024-12-12,-0.68,0.99,0.15
PME248,2024-12-13,-7.39,0.68,-3.36
PME248,2024-12-14,-7.36,0.46,-3.45
PME248,2024-12-15,-0.59,2.56,0.99
PME248,2024-12-16,1.9,9.57,5.74
PME248,2024-12-17,6.25,8.03,7.14
PME248,2024-12-18,5.97,6.81,6.39
PME248,2025-01-01,-1.15,4.46,1.66
PME248,2025-01-02,-0.09,5.4,2.66
PME248,2025-01-03,-2.15,0.93,-0.61
PME248,2025-01-04,-10.26,-0.21,-5.24
PME248,2025-01-05,-10.69,-1.78,-6.24
PME248,2025-01-06,-2.96,6.09,1.56
PME248,2025-01-07,1.99,7.25,4.62
PME248,2025-01-08,-0.56,3.09,1.26
PME248,2025-01-09,-0.75,8.06,3.66
PME248,2025-01-10,-0.21,8.44,4.11
PME248,2025-01-11,-1.68,0.49,-0.6
PME248,2025-01-12,-1.68,0.49,-0.6
PME248,2025-01-13,-4.49,-1.03,-2.76
PME248,2025-01-14,-6.67,0.18,-3.24
PME248,2025-01-15,-1.0,0.81,-0.09
PME248,2025-01-16,0.09,0.68,0.38
PME248,2025-01-17,-0.4,3.49,1.55
PME248,2025-01-18,0.09,6.69,3.39
PME248,2025-01-19,-3.62,0.09,-1.76
PME248,2025-01-20,-4.68,6.62,0.97
PME248,2025-01-21,-3.55,2.87,-0.34
PME248,2025-01-22,0.12,2.4,1.26
PME248,2025-01-23,-0.37,5.28,2.46
PME248,2025-01-24,-2.37,5.72,1.67
PME248,2025-01-25,-0.28,7.97,3.84
PME248,2025-01-26,2.46,9.79,6.12
PME248,2025-01-27,0.15,11.6,5.88
PME248,2025-01-28,-1.43,11.41,4.99
PME248,2025-01-29,3.46,10.6,7.03
PME248,2025-01-30,-1.74,11.67,4.96
PME248,2025-01-31,-1.62,10.66,4.52
PME248,2025-02-01,0.9,3.24,2.07
PME248,2025-02-02,-1.59,1.84,0.12
PME248,2025-02-03,-4.21,0.84,-1.68
PME248,2025-02-04,-1.43,1.59,0.08
PME248,2025-02-05,-2.84,4.84,1.0
PME248,2025-02-06,-2.12,-0.06,-1.09
PME248,2025-02-07,-3.93,-0.43,-2.18
PME248,2025-02-08,-5.68,-0.53,-3.1
PME248,2025-02-09,-9.45,-0.4,-4.92
PME248,2025-02-10,-11.35,1.37,-4.99
PME248,2025-02-11,-9.98,-5.3,-7.64
PME248,2025-02-12,-8.48,-0.03,-4.26
PME248,2025-02-13,-8.11,4.5,-1.8
PME248,2025-02-14,-5.64,0.49,-2.58
PME248,2025-02-15,-6.02,-2.03,-4.02
PME248,2025-02-16,-13.71,-1.12,-7.42
PME248,2025-02-17,-16.42,-1.37,-8.9
PME248,2025-02-18,-16.79,-0.75,-8.77
PME248,2025-02-19,-9.07,-0.25,-4.66
PME248,2025-02-20,-12.22,-0.37,-6.3
PME248,2025-02-21,-13.68,1.56,-6.06
PME248,2025-02-22,-9.07,3.15,-2.96
PME248,2025-02-23,-7.36,6.25,-0.56
PME248,2025-02-24,-4.99,4.34,-0.33
PME248,2025-02-25,-1.65,7.5,2.92
PME248,2025-02-26,-3.18,9.91,3.36
PME248,2025-02-27,-1.43,8.75,3.66
PME248,2025-02-28,0.4,4.78,2.59
PME248,2025-03-01,-1.84,6.25,2.2
PME248,2025-03-02,-0.12,1.84,0.86
PME248,2025-03-03,0.78,6.75,3.76
PME248,2025-03-04,1.53,11.07,6.3
PME248,2025-03-05,2.81,13.99,8.4
PME248,2025-03-06,2.84,18.6,10.72
PME248,2025-03-07,-1.71,18.79,8.54
PME248,2025-03-08,-3.15,17.91,7.38
PME248,2025-03-09,-3.15,17.78,7.32
PME248,2025-03-10,-0.21,18.06,8.92
PME248,2025-03-11,6.12,15.87,11.0
PME248,2025-03-12,4.43,16.71,10.57
PME248,2025-03-13,3.81,13.67,8.74
PME248,2025-03-14,-0.12,6.44,3.16
PME248,2025-03-15,-3.96,1.18,-1.39
PME248,2025-03-16,-7.08,6.12,-0.48
PME248,2025-03-17,-4.62,2.24,-1.19
PME248,2025-03-18,-8.11,4.09,-2.01
PME248,2025-03-19,-0.65,9.66,4.5
PME248,2025-03-20,-0.75,13.3,6.28
PME248,2025-03-21,-1.71,14.46,6.38
PME248,2025-03-22,-2.93,14.27,5.67
PME248,2025-03-23,1.46,9.88,5.67
PME248,2025-03-24,5.18,14.24,9.71
PME248,2025-03-25,-1.74,11.13,4.7
PME248,2025-03-26,-2.28,15.58,6.65
PME248,2025-03-27,0.65,10.51,5.58
PME248,2025-03-28,-1.84,15.08,6.62
PME248,2025-03-29,0.46,16.53,8.5
PME248,2025-03-30,-1.59,15.68,7.04
PME248,2025-03-31,5.25,7.12,6.18
PME248,2025-04-01,6.65,12.29,9.47
PME248,2025-04-02,5.81,16.53,11.17
PME248,2025-04-03,3.37,17.63,10.5
PME248,2025-04-04,0.74,19.45,10.09
PME248,2025-04-05,-0.43,10.1,4.84
PME248,2025-04-06,-1.65,0.84,-0.4
PME248,2025-04-07,-2.53,6.53,2.0
PME248,2025-04-08,-3.74,6.62,1.44
PME248,2025-04-09,-4.62,9.13,2.26
PME248,2025-04-10,-2.09,4.4,1.16
PME248,2025-04-11,-0.21,6.44,3.12
PME248,2025-04-12,-0.12,14.05,6.97
PME248,2025-04-13,-0.93,20.11,9.59
PME248,2025-04-14,7.87,20.64,14.26
PME248,2025-04-15,4.4,16.31,10.36
PME248,2025-04-16,7.53,24.76,16.14
PME248,2025-04-17,6.22,27.34,16.78
PME248,2025-04-18,9.82,25.7,17.76
PME248,2025-04-19,7.78,20.83,14.3
PME248,2025-04-20,6.59,22.56,14.58
PME248,2025-04-21,5.34,25.01,15.18
PME248,2025-04-22,7.75,25.2,16.48
PME248,2025-04-23,7.94,21.3,14.62
PME248,2025-04-24,6.37,21.93,14.15
PME248,2025-04-25,5.18,12.64,8.91
PME248,2025-04-26,-0.03,11.29,5.63
PME248,2025-04-27,-1.84,14.55,6.36
PME248,2025-04-28,-1.53,18.79,8.63
PME248,2025-04-29,0.96,20.96,10.96
PME248,2025-04-30,3.78,19.86,11.82
PME248,2025-05-01,1.81,18.25,10.03
PME248,2025-05-02,0.65,22.5,11.58
PME248,2025-05-03,10.32,25.99,18.16
PME248,2025-05-04,7.91,18.28,13.1
PME248,2025-05-05,5.97,11.04,8.5
PME248,2025-05-06,0.62,14.05,7.34
PME248,2025-05-07,-0.71,13.48,6.38
PME248,2025-05-08,-1.59,12.01,5.21
PME248,2025-05-09,1.65,11.38,6.52
PME248,2025-05-10,2.96,9.75,6.36
PME248,2025-05-11,3.31,13.89,8.6
PME248,2025-05-12,1.68,14.64,8.16
PME248,2025-05-13,1.96,16.28,9.12
PME248,2025-05-14,1.87,16.28,9.08
PME248,2025-05-15,1.59,11.85,6.72
PME248,2025-05-16,0.06,10.94,5.5
PME248,2025-05-17,-0.53,13.64,6.56
PME248,2025-05-18,2.71,12.86,7.78
PME248,2025-05-19,5.5,14.89,10.2
PME248,2025-05-20,7.47,19.76,13.62
PME248,2025-05-21,7.72,23.38,15.55
PME248,2025-05-22,6.78,23.22,15.0
PME248,2025-05-23,9.0,11.63,10.32
PME248,2025-05-24,3.68,13.8,8.74
PME248,2025-05-25,2.74,16.93,9.84
PME248,2025-05-26,3.24,22.09,12.66
PME248,2025-05-27,12.54,20.7,16.62
PME248,2025-05-28,10.29,21.08,15.68
PME248,2025-05-29,10.54,17.72,14.13
PME248,2025-05-30,8.13,20.92,14.53
PME248,2025-05-31,11.41,24.57,17.99
PME248,2025-06-01,9.91,28.25,19.08
PME248,2025-06-02,15.74,27.91,21.82
PME248,2025-06-03,11.6,21.84,16.72
PME248,2025-06-04,9.5,26.46,17.98
PME248,2025-06-05,14.05,28.22,21.14
PME248,2025-06-06,14.14,28.44,21.29
PME248,2025-06-07,14.05,28.57,21.31
PME248,2025-06-08,12.61,25.92,19.26
PME248,2025-06-09,8.13,18.16,13.14
PME248,2025-06-10,7.15,21.3,14.23
PME248,2025-06-11,11.01,19.79,15.4
PME248,2025-06-12,9.16,20.08,14.62
PME248,2025-06-13,7.94,19.04,13.49
PME248,2025-06-14,7.06,21.49,14.27
PME248,2025-06-15,6.47,25.48,15.98
PME248,2025-06-16,7.19,29.2,18.2
PME248,2025-06-17,11.1,23.25,17.18
PME248,2025-06-18,13.86,26.37,20.12
PME248,2025-06-19,10.38,19.67,15.03
PME248,2025-06-20,9.22,20.99,15.1
PME248,2025-06-21,8.16,23.12,15.64
PME248,2025-06-22,7.53,26.21,16.87
PME248,2025-06-23,6.34,30.87,18.6
PME248,2025-06-24,12.35,21.99,17.17
PME248,2025-06-25,11.79,24.38,18.08
PME248,2025-06-26,12.01,26.74,19.38
PME248,2025-06-27,13.99,24.54,19.26
PME248,2025-06-28,13.55,22.68,18.12
PME248,2025-06-29,15.24,26.46,20.85
PME248,2025-06-30,11.63,22.87,17.25
PME248,2025-07-01,8.85,24.79,16.82
PME248,2025-07-02,7.75,30.59,19.17
PME248,2025-07-03,9.16,35.19,22.17
PME248,2025-07-04,8.63,22.68,15.66
PME248,2025-07-05,6.37,25.83,16.1
PME248,2025-07-06,7.69,32.23,19.96
PME248,2025-07-07,12.79,32.86,22.82
PME248,2025-07-08,15.99,25.89,20.94
PME248,2025-07-09,16.75,20.67,18.71
PME248,2025-07-10,12.48,17.56,15.02
PME248,2025-07-11,10.22,19.73,14.98
PME248,2025-07-12,7.69,25.74,16.72
PME248,2025-07-13,9.32,29.33,19.32
PME248,2025-07-14,12.51,29.96,21.24
PME248,2025-07-15,11.98,28.03,20.01
PME248,2025-07-16,9.6,24.79,17.2
PME248,2025-07-17,8.41,23.91,16.16
PME248,2025-07-18,14.99,25.29,20.14
PME248,2025-08-01,9.06,25.92,17.49
PME248,2025-08-02,11.38,28.7,20.04
PME248,2025-08-03,11.67,30.33,21.0
PME248,2025-08-04,11.2,23.44,17.32
PME248,2025-08-05,9.82,28.0,18.91
PME248,2025-08-06,7.28,21.93,14.6
PME248,2025-08-07,6.0,24.45,15.22
PME248,2025-08-08,7.91,27.25,17.58
PME248,2025-08-09,10.91,28.54,19.73
PME248,2025-08-10,11.67,28.38,20.02
PME248,2025-08-11,7.31,24.13,15.72
PME248,2025-08-12,6.06,28.07,17.07
PME248,2025-08-13,7.84,29.1,18.47
PME248,2025-08-14,11.26,30.27,20.76
PME248,2025-08-15,11.88,30.33,21.1
PME248,2025-08-16,11.88,23.88,17.88
PME248,2025-09-01,12.26,26.27,19.26
PME248,2025-09-02,10.85,31.22,21.04
PME248,2025-09-03,12.51,25.52,19.02
PME248,2025-09-04,12.32,24.32,18.32
PME248,2025-09-05,14.27,32.29,23.28
PME248,2025-09-06,14.68,27.62,21.15
PME248,2025-09-07,12.23,22.94,17.58
PME248,2025-09-08,10.79,16.97,13.88
PME248,2025-09-09,10.32,24.38,17.35
PME248,2025-09-10,9.94,25.36,17.65
PME248,2025-09-11,15.62,19.07,17.34
PME248,2025-09-12,11.92,25.23,18.58
PME248,2025-09-13,11.57,20.48,16.02
PME248,2025-09-14,12.64,19.67,16.16
PME248,2025-09-15,13.26,21.49,17.38
PME248,2025-09-16,14.17,16.18,15.18
PME248,2025-10-01,1.78,11.76,6.77
PME248,2025-10-02,-0.18,12.39,6.1
PME248,2025-10-03,0.62,9.16,4.89
PME248,2025-10-04,1.12,11.04,6.08
PME248,2025-10-05,7.19,14.27,10.73
PME248,2025-10-06,3.06,15.74,9.4
PME248,2025-10-07,4.5,15.68,10.09
PME248,2025-10-08,0.99,5.12,3.06
PME248,2025-10-09,-0.68,14.93,7.12
PME248,2025-10-10,7.59,14.46,11.02
PME248,2025-10-11,7.37,13.8,10.58
PME248,2025-10-12,5.12,11.76,8.44
PME248,2025-10-13,3.31,12.45,7.88
PME248,2025-10-14,0.37,12.32,6.34
PME248,2025-10-15,0.34,10.85,5.6
PME248,2025-10-16,0.0,7.44,3.72
PME248,2025-11-01,-3.02,13.7,5.34
PME248,2025-11-02,5.31,16.46,10.88
PME248,2025-11-03,5.34,14.86,10.1
PME248,2025-11-04,-0.5,12.23,5.86
PME248,2025-11-05,-1.65,12.39,5.37
PME248,2025-11-06,0.0,8.63,4.32
PME248,2025-11-07,-0.03,11.79,5.88
PME248,2025-11-08,4.81,5.81,5.31
PME248,2025-11-09,5.5,7.75,6.62
PME248,2025-11-10,5.87,11.76,8.82
PME248,2025-11-11,4.96,6.87,5.92
PME248,2025-11-12,2.56,8.06,5.31
PME248,2025-11-13,3.12,10.94,7.03
PME248,2025-11-14,4.75,10.79,7.77
PME248,2025-11-15,2.15,7.75,4.95
PME248,2025-11-16,2.56,3.31,2.94
PME248,2025-12-01,1.93,4.78,3.36
PME248,2025-12-02,2.09,4.09,3.09
PME248,2025-12-03,3.46,5.0,4.23
PME248,2025-12-04,0.34,7.41,3.88
PME248,2025-12-05,4.5,9.82,7.16
PME248,2025-12-06,0.93,5.9,3.42
PME248,2025-12-07,0.65,2.65,1.65
PME248,2025-12-08,2.53,2.68,2.6
PME248,2025-12-09,5.47,9.38,7.43
PME248,2025-12-10,6.03,9.57,7.8
PME248,2025-12-11,6.75,9.5,8.12
PME248,2025-12-12,4.59,7.28,5.94
PME248,2025-12-13,-0.34,5.56,2.61
PME248,2025-12-14,1.37,5.59,3.48
PME248,2025-12-15,-0.46,4.21,1.88
PME248,2025-12-16,-2.59,4.31,0.86
PME248,2025-12-17,-0.65,7.44,3.4
PME249,2024-01-01,0.24,6.75,3.5
PME249,2024-01-02,0.81,4.25,2.53
PME249,2024-01-03,1.84,7.37,4.61
PME249,2024-01-04,1.9,6.69,4.3
PME249,2024-01-05,-1.59,2.18,0.3
PME249,2024-01-06,-3.46,0.24,-1.61
PME249,2024-01-07,-10.54,-3.43,-6.98
PME249,2024-01-08,-18.93,-10.47,-14.7
PME249,2024-01-09,-20.48,-7.89,-14.18
PME249,2024-01-10,-15.39,-3.41,-9.4
PME249,2024-01-11,-8.57,-1.06,-4.82
PME249,2024-01-12,-9.38,-2.18,-5.78
PME249,2024-01-13,-2.62,-0.87,-1.74
PME249,2024-01-14,-2.68,-0.43,-1.56
PME249,2024-01-15,-2.56,0.62,-0.97
PME249,2024-01-16,-9.66,-0.81,-5.24
PME249,2024-01-17,-9.26,0.99,-4.14
PME249,2024-01-18,-1.28,5.75,2.24
PME249,2024-01-19,-4.43,-1.28,-2.86
PME249,2024-01-20,-5.49,-0.15,-2.82
PME249,2024-01-21,-5.52,2.78,-1.37
PME249,2024-01-22,-7.11,3.96,-1.58
PME249,2024-01-23,0.28,2.18,1.23
PME249,2024-01-24,-0.62,5.18,2.28
PME249,2024-01-25,0.84,4.96,2.9
PME249,2024-01-26,-1.03,1.05,0.01
PME249,2024-01-27,-0.96,2.74,0.89
PME249,2024-01-28,-0.21,1.15,0.47
PME249,2024-01-29,-2.59,1.71,-0.44
PME249,2024-01-30,-2.81,5.43,1.31
PME249,2024-01-31,-0.65,3.93,1.64
PME249,2024-02-01,0.9,5.03,2.97
PME249,2024-02-02,0.62,3.59,2.1
PME249,2024-02-03,1.12,7.75,4.44
PME249,2024-02-04,4.18,6.94,5.56
PME249,2024-02-05,3.78,7.37,5.58
PME249,2024-02-06,6.47,8.22,7.35
PME249,2024-02-07,0.65,8.63,4.64
PME249,2024-02-08,-0.81,2.18,0.68
PME249,2024-02-09,-1.03,0.21,-0.41
PME249,2024-02-10,-0.5,8.13,3.82
PME249,2024-02-11,4.0,8.88,6.44
PME249,2024-02-12,6.18,10.72,8.45
PME249,2024-02-13,3.4,7.31,5.36
PME249,2024-02-14,-2.43,6.65,2.11
PME249,2024-02-15,-2.09,5.9,1.91
PME249,2024-02-16,-2.24,4.06,0.91
PME249,2024-02-17,-1.0,10.63,4.82
PME249,2024-02-18,-2.81,5.21,1.2
PME249,2024-02-19,-3.71,5.5,0.9
PME249,2024-02-20,3.78,7.41,5.6
PME249,2024-02-21,2.62,7.25,4.94
PME249,2024-02-22,4.81,10.38,7.6
PME249,2024-02-23,5.03,10.98,8.01
PME249,2024-02-24,5.93,13.33,9.63
PME249,2024-02-25,6.06,12.42,9.24
PME249,2024-02-26,5.18,15.58,10.38
PME249,2024-02-27,3.18,15.93,9.56
PME249,2024-02-28,2.84,14.46,8.65
PME249,2024-02-29,5.03,13.14,9.09
PME249,2024-03-01,2.87,6.4,4.64
PME249,2024-03-02,4.21,10.0,7.1
PME249,2024-03-03,2.56,9.53,6.04
PME249,2024-03-04,3.21,7.25,5.23
PME249,2024-03-05,3.31,12.39,7.85
PME249,2024-03-06,0.09,6.44,3.26
PME249,2024-03-07,-4.33,1.28,-1.52
PME249,2024-03-08,-5.3,6.72,0.71
PME249,2024-03-09,-3.8,9.22,2.71
PME249,2024-03-10,-1.99,12.1,5.06
PME249,2024-03-11,1.56,5.84,3.7
PME249,2024-03-12,2.18,5.87,4.03
PME249,2024-03-13,1.49,3.03,2.26
PME249,2024-03-14,1.43,3.28,2.36
PME249,2024-03-15,-0.18,7.84,3.83
PME249,2024-03-16,-1.09,14.3,6.6
PME249,2024-03-17,-0.31,8.31,4.0
PME249,2024-03-18,-1.18,1.09,-0.04
PME249,2024-03-19,-1.68,2.49,0.41
PME249,2024-03-20,-0.62,6.25,2.82
PME249,2024-03-21,-1.81,9.16,3.68
PME249,2024-03-22,1.84,11.95,6.9
PME249,2024-03-23,6.31,15.05,10.68
PME249,2024-03-24,0.12,9.25,4.68
PME249,2024-03-25,-1.93,10.0,4.04
PME249,2024-03-26,1.4,12.23,6.82
PME249,2024-03-27,1.18,15.98,8.58
PME249,2024-03-28,5.25,14.33,9.79
PME249,2024-03-29,5.75,16.31,11.03
PME249,2024-03-30,5.53,22.62,14.08
PME249,2024-03-31,8.47,22.62,15.55
PME249,2024-04-01,12.14,25.17,18.66
PME249,2024-04-02,7.12,20.01,13.57
PME249,2024-04-03,5.97,13.92,9.94
PME249,2024-04-04,5.31,15.3,10.3
PME249,2024-04-05,8.88,15.96,12.42
PME249,2024-04-06,9.79,18.06,13.92
PME249,2024-04-07,7.19,21.62,14.4
PME249,2024-04-08,8.56,25.23,16.9
PME249,2024-04-09,9.22,26.43,17.82
PME249,2024-04-10,9.79,22.31,16.05
PME249,2024-04-11,7.12,16.34,11.73
PME249,2024-04-12,5.68,19.92,12.8
PME249,2024-04-13,8.56,20.33,14.44
PME249,2024-04-14,9.16,22.87,16.02
PME249,2024-04-15,7.44,11.7,9.57
PME249,2024-04-16,3.87,12.95,8.41
PME249,2024-04-17,2.84,13.7,8.27
PME249,2024-04-18,2.59,8.78,5.68
PME249,2024-04-19,-0.12,10.66,5.27
PME249,2024-04-20,-0.43,13.36,6.46
PME249,2024-04-21,2.81,12.42,7.62
PME249,2024-05-01,5.47,23.82,14.64
PME249,2024-05-02,6.75,23.69,15.22
PME249,2024-05-03,7.72,25.26,16.49
PME249,2024-05-04,7.09,22.28,14.68
PME249,2024-05-05,10.38,25.8,18.09
PME249,2024-05-06,12.01,22.68,17.34
PME249,2024-05-07,4.12,16.97,10.54
PME249,2024-05-08,2.03,17.06,9.54
PME249,2024-05-09,4.46,18.72,11.59
PME249,2024-05-10,4.5,19.95,12.22
PME249,2024-05-11,5.09,16.59,10.84
PME249,2024-05-12,3.31,16.06,9.68
PME249,2024-05-13,1.99,18.57,10.28
PME249,2024-05-14,4.15,18.88,11.52
PME249,2024-06-01,13.14,26.49,19.81
PME249,2024-06-02,11.41,19.95,15.68
PME249,2024-06-03,13.92,23.63,18.77
PME249,2024-06-04,13.51,22.02,17.76
PME249,2024-06-05,14.61,22.21,18.41
PME249,2024-06-06,14.42,25.42,19.92
PME249,2024-06-07,14.52,25.52,20.02
PME249,2024-06-08,13.01,23.63,18.32
PME249,2024-06-09,13.08,24.67,18.88
PME249,2024-06-10,15.77,23.72,19.74
PME249,2024-06-11,12.07,23.6,17.84
PME249,2024-06-12,9.85,20.61,15.23
PME249,2024-06-13,10.29,16.59,13.44
PME249,2024-06-14,9.75,20.04,14.9
PME249,2024-07-01,17.53,30.33,23.93
PME249,2024-07-02,12.45,22.87,17.66
PME249,2024-07-03,11.23,22.18,16.7
PME249,2024-07-04,12.45,24.38,18.42
PME249,2024-07-05,13.86,23.78,18.82
PME249,2024-07-06,14.33,30.93,22.63
PME249,2024-07-07,14.89,33.17,24.03
PME249,2024-07-08,17.59,27.84,22.72
PME249,2024-07-09,17.41,31.63,24.52
PME249,2024-07-10,18.32,34.53,26.42
PME249,2024-07-11,18.57,37.46,28.02
PME249,2024-07-12,17.37,34.94,26.16
PME249,2024-07-13,19.42,37.21,28.32
PME249,2024-07-14,18.82,29.61,24.22
PME249,2024-08-01,15.3,27.18,21.24
PME249,2024-08-02,15.62,28.66,22.14
PME249,2024-08-03,15.68,19.48,17.58
PME249,2024-08-04,14.55,26.4,20.48
PME249,2024-08-05,14.27,21.87,18.07
