station_id,date,t_min,t_max,t_mean
IUNG11,2025-04-18,0.0,25.1,12.55
IUNG11,2025-04-19,0.0,16.2,8.1
IUNG11,2025-04-20,10.0,22.6,16.3
IUNG11,2025-04-21,9.3,23.6,16.45
IUNG11,2025-04-22,8.5,26.4,17.45
IUNG11,2025-04-23,11.4,21.4,16.4
IUNG11,2025-04-24,0.0,23.2,11.6
IUNG11,2025-04-25,0.0,13.5,6.75
IUNG11,2025-04-26,0.2,11.5,5.85
IUNG11,2025-04-27,-0.6,13.0,6.2
IUNG11,2025-04-28,0.0,17.4,8.7
IUNG11,2025-04-29,2.1,20.0,11.05
IUNG11,2025-04-30,5.7,19.1,12.4
IUNG11,2025-05-01,5.3,18.3,11.8
IUNG11,2025-05-02,2.8,21.4,12.1
IUNG11,2025-05-03,0.0,24.9,12.45
IUNG11,2025-05-04,0.0,18.8,9.4
IUNG11,2025-05-05,4.4,11.9,8.15
IUNG11,2025-05-06,4.3,10.3,7.3
IUNG11,2025-05-07,1.0,13.8,7.4
IUNG11,2025-05-08,-0.2,11.3,5.55
IUNG11,2025-05-09,1.2,9.7,5.45
IUNG11,2025-05-10,3.5,9.6,6.55
IUNG11,2025-05-11,3.4,12.0,7.7
IUNG11,2025-05-12,0.0,12.8,6.4
IUNG11,2025-05-13,3.1,15.9,9.5
IUNG11,2025-05-14,2.1,14.4,8.25
IUNG11,2025-05-15,1.7,10.1,5.9
IUNG11,2025-05-16,0.0,12.0,6.0
IUNG11,2025-05-17,0.0,12.4,6.2
IUNG11,2025-05-18,3.7,12.1,7.9
IUNG11,2025-05-19,0.0,13.1,6.55
IUNG11,2025-05-20,4.7,18.2,11.45
IUNG11,2025-05-21,9.1,21.8,15.45
IUNG11,2025-05-22,0.0,22.3,11.15
IUNG11,2025-05-23,8.8,12.1,10.45
IUNG11,2025-05-24,0.0,11.7,5.85
IUNG11,2025-05-25,6.5,15.3,10.9
IUNG11,2025-05-26,0.0,18.9,9.45
IUNG11,2025-05-27,0.0,19.6,9.8
IUNG11,2025-05-28,11.3,14.9,13.1
IUNG11,2025-05-29,10.5,17.2,13.85
IUNG11,2025-05-30,8.7,19.2,13.95
IUNG11,2025-05-31,0.0,22.3,11.15
IUNG11,2025-06-01,12.8,25.3,19.05
IUNG11,2025-06-02,15.7,26.4,21.05
IUNG11,2025-06-03,13.6,19.2,16.4
IUNG11,2025-06-04,0.0,24.6,12.3
IUNG11,2025-06-05,16.5,29.0,22.75
IUNG11,2025-06-06,15.2,28.9,22.05
IUNG11,2025-06-07,15.5,28.8,22.15
IUNG11,2025-06-08,0.0,23.7,11.85
IUNG11,2025-06-09,0.0,17.2,8.6
IUNG11,2025-06-10,0.0,19.7,9.85
IUNG11,2025-06-11,11.6,18.6,15.1
IUNG11,2025-06-12,9.0,17.7,13.35
IUNG11,2025-06-13,8.1,17.4,12.75
IUNG11,2025-06-14,0.0,20.2,10.1
IUNG11,2025-06-15,8.9,23.1,16.0
IUNG11,2025-06-16,9.6,26.3,17.95
IUNG11,2025-06-17,11.9,22.3,17.1
IUNG11,2025-06-18,0.0,25.0,12.5
IUNG11,2025-06-19,10.3,19.9,15.1
IUNG11,2025-06-20,7.5,19.9,13.7
IUNG11,2025-06-21,8.8,21.2,15.0
IUNG11,2025-06-22,10.9,24.9,17.9
IUNG11,2025-06-23,0.0,26.8,13.4
IUNG11,2025-06-24,13.9,21.4,17.65
IUNG11,2025-06-25,12.6,23.5,18.05
IUNG11,2025-06-26,12.4,23.0,17.7
IUNG11,2025-06-27,0.0,24.2,12.1
IUNG11,2025-06-28,13.9,21.4,17.65
IUNG11,2025-06-29,15.6,25.8,20.7
IUNG11,2025-06-30,10.5,22.1,16.3
IUNG11,2025-07-01,9.6,23.0,16.3
IUNG11,2025-07-02,0.0,27.8,13.9
IUNG11,2025-07-03,12.4,33.1,22.75
IUNG11,2025-07-04,11.7,20.1,15.9
IUNG11,2025-07-05,10.0,23.4,16.7
IUNG11,2025-07-06,0.0,28.6,14.3
IUNG11,2025-07-07,14.9,30.2,22.55
IUNG11,2025-07-08,17.1,24.3,20.7
IUNG11,2025-07-09,14.6,22.9,18.75
IUNG11,2025-07-10,11.5,15.2,13.35
IUNG11,2025-07-11,0.0,18.9,9.45
IUNG11,2025-07-12,10.5,23.9,17.2
IUNG11,2025-07-13,13.1,25.7,19.4
IUNG11,2025-07-14,14.7,27.1,20.9
IUNG11,2025-07-15,0.0,26.4,13.2
IUNG11,2025-07-16,11.9,22.9,17.4
IUNG11,2025-07-17,0.0,23.3,11.65
IUNG11,2025-07-18,14.2,22.6,18.4
IUNG11,2025-07-19,14.5,19.7,17.1
IUNG11,2025-07-20,0.0,24.7,12.35
IUNG11,2025-07-21,15.1,28.7,21.9
IUNG11,2025-07-22,14.9,25.0,19.95
IUNG11,2025-07-23,13.7,25.5,19.6
IUNG11,2025-07-24,13.3,27.6,20.45
IUNG11,2025-07-25,0.0,24.9,12.45
IUNG11,2025-07-26,15.4,25.7,20.55
IUNG11,2025-07-27,0.0,24.1,12.05
IUNG11,2025-07-28,17.0,25.1,21.05
IUNG11,2025-07-29,0.0,22.0,11.0
IUNG11,2025-07-30,11.2,22.7,16.95
IUNG11,2025-07-31,10.2,24.6,17.4
IUNG11,2025-08-01,10.4,24.0,17.2
IUNG11,2025-08-02,12.9,26.8,19.85
IUNG11,2025-08-03,0.0,28.7,14.35
IUNG11,2025-08-04,12.2,20.0,16.1
IUNG11,2025-08-05,10.7,26.4,18.55
IUNG11,2025-08-06,8.8,20.6,14.7
IUNG11,2025-08-07,0.0,22.5,11.25
IUNG11,2025-08-08,9.6,25.7,17.65
IUNG11,2025-08-09,13.4,26.6,20.0
IUNG11,2025-08-10,12.1,27.0,19.55
IUNG11,2025-08-11,0.0,22.4,11.2
IUNG11,2025-08-12,0.0,25.4,12.7
IUNG11,2025-08-13,0.0,26.5,13.25
IUNG11,2025-08-14,12.7,27.9,20.3
IUNG11,2025-08-15,14.0,27.5,20.75
IUNG11,2025-08-16,0.0,29.7,14.85
IUNG11,2025-08-17,11.8,23.3,17.55
IUNG11,2025-08-18,10.9,20.0,15.45
IUNG11,2025-08-19,0.0,22.7,11.35
IUNG11,2025-08-20,0.0,25.2,12.6
IUNG11,2025-08-21,0.0,21.2,10.6
IUNG11,2025-08-22,0.0,21.9,10.95
IUNG11,2025-08-23,0.0,17.9,8.95
IUNG11,2025-08-24,6.2,18.3,12.25
IUNG11,2025-08-25,5.3,18.6,11.95
IUNG11,2025-08-26,0.0,19.1,9.55
IUNG11,2025-08-27,0.0,23.5,11.75
IUNG11,2025-08-28,0.0,28.7,14.35
IUNG11,2025-08-29,0.0,30.4,15.2
IUNG11,2025-08-30,0.0,29.8,14.9
IUNG11,2025-08-31,0.0,26.5,13.25
IUNG11,2025-09-01,0.0,25.6,12.8
IUNG11,2025-09-02,0.0,30.1,15.05
IUNG11,2025-09-03,13.9,28.6,21.25
IUNG11,2025-09-04,0.0,26.9,13.45
IUNG11,2025-09-05,14.7,31.0,22.85
IUNG11,2025-09-06,13.4,30.0,21.7
IUNG11,2025-09-07,12.5,25.0,18.75
IUNG11,2025-09-08,0.0,23.8,11.9
IUNG11,2025-09-09,0.0,22.2,11.1
IUNG11,2025-09-10,0.0,24.0,12.0
IUNG11,2025-09-11,0.0,18.8,9.4
IUNG11,2025-09-12,0.0,23.8,11.9
IUNG11,2025-09-13,0.0,17.6,8.8
IUNG11,2025-09-14,0.0,22.6,11.3
IUNG11,2025-09-15,0.0,19.8,9.9
IUNG11,2025-09-16,0.0,17.0,8.5
IUNG11,2025-09-17,0.0,18.4,9.2
IUNG11,2025-09-18,0.0,19.1,9.55
IUNG11,2025-09-19,0.0,19.9,9.95
IUNG11,2025-09-20,0.0,26.0,13.0
IUNG11,2025-09-21,0.0,27.7,13.85
IUNG11,2025-09-22,0.0,27.3,13.65
IUNG11,2025-09-23,0.0,15.0,7.5
IUNG11,2025-09-24,0.0,13.4,6.7
IUNG11,2025-09-25,0.0,14.8,7.4
IUNG11,2025-09-26,2.6,15.2,8.9
IUNG11,2025-09-27,0.0,17.4,8.7
IUNG11,2025-09-28,0.0,12.6,6.3
IUNG11,2025-09-29,0.0,10.6,5.3
IUNG11,2025-09-30,0.0,9.5,4.75
IUNG11,2025-10-01,0.0,10.2,5.1
IUNG11,2025-10-02,0.0,10.3,5.15
IUNG11,2025-10-03,0.0,7.1,3.55
IUNG11,2025-10-04,0.0,8.6,4.3
IUNG11,2025-10-05,0.0,13.3,6.65
IUNG11,2025-10-06,0.0,15.1,7.55
IUNG11,2025-10-07,0.0,12.6,6.3
IUNG11,2025-10-08,0.0,15.4,7.7
IUNG11,2025-10-09,0.0,14.8,7.4
IUNG11,2025-10-10,0.0,12.7,6.35
IUNG11,2025-10-11,0.0,13.1,6.55
IUNG11,2025-10-12,0.0,12.4,6.2
IUNG11,2025-10-13,0.0,11.8,5.9
IUNG11,2025-10-14,0.0,10.8,5.4
IUNG11,2025-10-15,-0.3,10.7,5.2
IUNG11,2025-10-16,0.0,11.7,5.85
IUNG11,2025-10-17,0.0,12.6,6.3
IUNG11,2025-10-18,0.0,8.6,4.3
IUNG11,2025-10-19,-2.0,7.9,2.95
IUNG11,2025-10-20,-3.7,5.7,1.0
IUNG11,2025-10-21,-1.0,11.5,5.25
IUNG11,2025-10-22,0.0,16.2,8.1
IUNG11,2025-10-23,0.0,19.1,9.55
IUNG11,2025-10-24,0.0,13.7,6.85
IUNG11,2025-10-25,0.0,12.0,6.0
IUNG11,2025-10-26,0.0,11.0,5.5
IUNG11,2025-10-27,0.0,9.9,4.95
IUNG11,2025-10-28,0.0,8.0,4.0
IUNG11,2025-10-29,0.0,12.7,6.35
IUNG11,2025-10-30,0.0,17.5,8.75
IUNG11,2025-10-31,0.0,11.5,5.75
IUNG11,2025-11-01,-1.9,11.2,4.65
IUNG11,2025-11-02,0.0,17.9,8.95
IUNG11,2025-11-03,0.0,17.6,8.8
IUNG11,2025-11-04,0.0,9.3,4.65
IUNG11,2025-11-05,-0.6,8.5,3.95
IUNG11,2025-11-06,0.0,10.2,5.1
IUNG11,2025-11-07,0.0,7.4,3.7
IUNG11,2025-11-08,0.0,6.1,3.05
IUNG11,2025-11-09,0.0,7.8,3.9
IUNG11,2025-11-10,0.0,9.2,4.6
IUNG11,2025-11-11,0.0,7.6,3.8
IUNG11,2025-11-12,0.0,8.5,4.25
IUNG11,2025-11-13,0.0,11.1,5.55
IUNG11,2025-11-14,0.0,12.9,6.45
IUNG11,2025-11-15,0.0,9.1,4.55
IUNG11,2025-11-16,0.0,9.0,4.5
IUNG11,2025-11-17,0.0,9.5,4.75
IUNG11,2025-11-18,-0.8,4.9,2.05
IUNG11,2025-11-19,-2.2,4.9,1.35
IUNG11,2025-11-20,-1.2,3.5,1.15
IUNG11,2025-11-21,-0.7,0.7,0.0
IUNG11,2025-11-22,-0.8,0.3,-0.25
IUNG11,2025-11-23,-1.1,0.5,-0.3
IUNG11,2025-11-24,-1.9,1.2,-0.35
IUNG11,2025-11-25,0.0,3.6,1.8
IUNG11,2025-11-26,0.0,3.3,1.65
IUNG11,2025-11-27,0.0,2.9,1.45
IUNG11,2025-11-28,0.7,1.6,1.15
IUNG11,2025-11-29,0.0,3.8,1.9
IUNG11,2025-11-30,2.8,4.8,3.8
IUNG11,2025-12-01,2.5,5.0,3.75
IUNG11,2025-12-02,0.0,3.8,1.9
IUNG11,2025-12-03,3.3,5.5,4.4
IUNG11,2025-12-04,0.0,7.0,3.5
IUNG11,2025-12-05,0.0,9.1,4.55
IUNG11,2025-12-06,0.0,4.8,2.4
IUNG11,2025-12-07,0.1,2.0,1.05
IUNG11,2025-12-08,0.0,7.5,3.75
IUNG11,2025-12-09,0.0,7.9,3.95
IUNG11,2025-12-10,0.0,9.8,4.9
IUNG11,2025-12-11,0.0,8.2,4.1
IUNG11,2025-12-12,0.0,7.1,3.55
IUNG11,2025-12-13,0.0,5.0,2.5
IUNG11,2025-12-14,0.0,5.5,2.75
IUNG11,2025-12-15,-1.4,4.9,1.75
IUNG11,2025-12-16,-2.6,3.4,0.4
IUNG11,2025-12-17,-0.4,6.8,3.2
IUNG11,2025-12-18,1.1,4.6,2.85
IUNG11,2025-12-19,-1.4,2.0,0.3
IUNG11,2025-12-20,0.6,5.6,3.1
IUNG11,2025-12-21,0.5,2.9,1.7
IUNG11,2025-12-22,0.2,1.5,0.85
IUNG11,2025-12-23,-1.7,0.9,-0.4
IUNG11,2025-12-24,-11.6,0.0,-5.8
IUNG11,2025-12-25,-13.5,0.0,-6.75
IUNG11,2025-12-26,-7.2,0.0,-3.6
IUNG11,2025-12-27,-1.0,0.6,-0.2
IUNG11,2025-12-28,0.0,1.0,0.5
IUNG11,2025-12-29,-1.9,0.3,-0.8
IUNG11,2025-12-30,-5.1,0.0,-2.55
IUNG11,2025-12-31,-6.0,0.0,-3.0
IUNG125,2024-01-01,0.0,3.0,1.5
IUNG125,2024-01-02,-0.2,0.6,0.2
IUNG125,2024-01-03,0.6,6.0,3.3
IUNG125,2024-01-04,2.7,6.8,4.75
IUNG125,2024-01-05,-3.3,2.6,-0.35
IUNG125,2024-01-06,-6.5,-2.4,-4.45
IUNG125,2024-01-07,-11.8,-6.4,-9.1
IUNG125,2024-01-08,-16.9,-11.4,-14.15
IUNG125,2024-01-09,-17.3,-7.4,-12.35
IUNG125,2024-01-10,-10.0,-4.8,-7.4
IUNG125,2024-01-11,-6.7,0.2,-3.25
IUNG125,2024-01-12,-12.7,-0.3,-6.5
IUNG125,2024-01-13,-1.3,0.0,-0.65
IUNG125,2024-01-14,-1.0,1.1,0.05
IUNG125,2024-01-15,-1.4,0.5,-0.45
IUNG125,2024-01-16,-14.4,-1.1,-7.75
IUNG125,2024-01-17,-13.5,0.0,-6.75
IUNG125,2024-01-18,-1.7,2.3,0.3
IUNG125,2024-01-19,-8.1,-1.5,-4.8
IUNG125,2024-01-20,-6.2,0.8,-2.7
IUNG125,2024-01-21,-2.9,0.3,-1.3
IUNG125,2024-01-22,-3.7,2.1,-0.8
IUNG125,2024-01-23,0.6,3.4,2.0
IUNG125,2024-01-24,0.1,5.1,2.6
IUNG125,2024-01-25,0.9,4.9,2.9
IUNG125,2024-01-26,-0.9,1.5,0.3
IUNG125,2024-01-27,-0.8,3.0,1.1
IUNG125,2024-01-28,0.3,2.9,1.6
IUNG125,2024-01-29,-1.7,3.6,0.95
IUNG125,2024-01-30,-1.9,5.9,2.0
IUNG125,2024-01-31,-0.8,3.6,1.4
IUNG125,2024-02-01,1.2,3.3,2.25
IUNG125,2024-02-02,0.7,4.3,2.5
IUNG125,2024-02-03,2.3,8.8,5.55
IUNG125,2024-02-04,3.4,5.7,4.55
IUNG125,2024-02-05,2.2,7.3,4.75
IUNG125,2024-02-06,2.1,8.2,5.15
IUNG125,2024-02-07,0.2,8.1,4.15
IUNG125,2024-02-08,-1.2,0.7,-0.25
IUNG125,2024-02-09,-1.2,0.7,-0.25
IUNG125,2024-02-10,0.4,3.6,2.0
IUNG125,2024-02-11,2.4,9.2,5.8
IUNG125,2024-02-12,4.5,9.7,7.1
IUNG125,2024-02-13,2.0,5.4,3.7
IUNG125,2024-02-14,-0.9,7.4,3.25
IUNG125,2024-02-15,-0.6,7.6,3.5
IUNG125,2024-02-16,-1.1,7.9,3.4
IUNG125,2024-02-17,0.5,8.5,4.5
IUNG125,2024-02-18,-2.7,3.8,0.55
IUNG125,2024-02-19,-2.1,4.8,1.35
IUNG125,2024-02-20,3.7,6.8,5.25
IUNG125,2024-02-21,3.5,7.2,5.35
IUNG125,2024-02-22,4.1,10.1,7.1
IUNG125,2024-02-23,6.2,8.8,7.5
IUNG125,2024-02-24,5.3,14.0,9.65
IUNG125,2024-02-25,4.6,13.6,9.1
IUNG125,2024-02-26,7.8,11.9,9.85
IUNG125,2024-02-27,5.4,16.6,11.0
IUNG125,2024-02-28,4.9,14.8,9.85
IUNG125,2024-02-29,7.3,9.9,8.6
IUNG125,2024-03-01,5.2,9.2,7.2
IUNG125,2024-03-02,4.4,8.8,6.6
IUNG125,2024-03-03,2.6,9.3,5.95
IUNG125,2024-03-04,2.2,5.0,3.6
IUNG125,2024-03-05,2.6,8.8,5.7
IUNG125,2024-03-06,-0.8,5.6,2.4
IUNG125,2024-03-07,-2.9,5.2,1.15
IUNG125,2024-03-08,-4.3,7.3,1.5
IUNG125,2024-03-09,-3.5,10.0,3.25
IUNG125,2024-03-10,-1.6,11.3,4.85
IUNG125,2024-03-11,0.9,7.2,4.05
IUNG125,2024-03-12,2.6,5.0,3.8
IUNG125,2024-03-13,1.4,3.1,2.25
IUNG125,2024-03-14,-0.1,5.2,2.55
IUNG125,2024-03-15,0.1,9.2,4.65
IUNG125,2024-03-16,0.9,13.4,7.15
IUNG125,2024-03-17,0.0,8.6,4.3
IUNG125,2024-03-18,-1.9,1.6,-0.15
IUNG125,2024-03-19,-1.9,3.7,0.9
IUNG125,2024-03-20,-0.1,8.8,4.35
IUNG125,2024-03-21,-1.9,10.2,4.15
IUNG125,2024-03-22,4.5,9.4,6.95
IUNG125,2024-03-23,4.6,13.6,9.1
IUNG125,2024-03-24,-0.4,8.5,4.05
IUNG125,2024-03-25,-1.6,9.0,3.7
IUNG125,2024-03-26,-0.7,11.0,5.15
IUNG125,2024-03-27,4.5,15.5,10.0
IUNG125,2024-03-28,5.5,15.0,10.25
IUNG125,2024-03-29,5.4,15.8,10.6
IUNG125,2024-03-30,5.6,22.0,13.8
IUNG125,2024-03-31,11.4,23.2,17.3
IUNG125,2024-04-01,9.4,23.0,16.2
IUNG125,2024-04-02,8.3,14.2,11.25
IUNG125,2024-04-03,-0.4,12.0,5.8
IUNG125,2024-04-04,-1.2,12.6,5.7
IUNG125,2024-04-05,7.2,15.0,11.1
IUNG125,2024-04-06,5.8,17.6,11.7
IUNG125,2024-04-07,4.2,20.5,12.35
IUNG125,2024-04-08,9.8,24.7,17.25
IUNG125,2024-04-09,9.5,25.2,17.35
IUNG125,2024-04-10,10.4,20.9,15.65
IUNG125,2024-04-11,4.4,15.7,10.05
IUNG125,2024-04-12,4.4,16.7,10.55
IUNG125,2024-04-13,8.1,20.2,14.15
IUNG125,2024-04-14,4.0,21.6,12.8
IUNG125,2024-04-15,2.8,9.5,6.15
IUNG125,2024-04-16,0.2,9.9,5.05
IUNG125,2024-04-17,-0.5,12.2,5.85
IUNG125,2024-04-18,3.8,7.7,5.75
IUNG125,2024-04-19,1.1,8.7,4.9
IUNG125,2024-04-20,3.3,11.1,7.2
IUNG125,2024-04-21,3.4,7.9,5.65
IUNG125,2024-04-22,1.8,6.6,4.2
IUNG125,2024-04-23,0.9,10.5,5.7
IUNG125,2024-04-24,5.3,9.2,7.25
IUNG125,2024-04-25,1.7,11.7,6.7
IUNG125,2024-04-26,0.4,15.2,7.8
IUNG125,2024-04-27,2.6,18.0,10.3
IUNG125,2024-04-28,6.5,21.8,14.15
IUNG125,2024-04-29,10.1,23.2,16.65
IUNG125,2024-04-30,9.4,23.3,16.35
IUNG125,2024-05-01,8.8,25.0,16.9
IUNG125,2024-05-02,8.3,24.8,16.55
IUNG125,2024-05-03,6.4,25.0,15.7
IUNG125,2024-05-04,8.5,22.7,15.6
IUNG125,2024-05-05,8.1,25.3,16.7
IUNG125,2024-05-06,10.4,20.9,15.65
IUNG125,2024-05-07,1.9,13.8,7.85
IUNG125,2024-05-08,1.4,17.3,9.35
IUNG125,2024-05-09,3.2,17.4,10.3
IUNG125,2024-05-10,2.7,17.9,10.3
IUNG125,2024-05-11,2.0,15.0,8.5
IUNG125,2024-05-12,0.0,16.2,8.1
IUNG125,2024-05-13,0.1,19.0,9.55
IUNG125,2024-05-14,2.7,19.8,11.25
IUNG125,2024-05-15,3.1,18.2,10.65
IUNG125,2024-05-16,6.0,19.5,12.75
IUNG125,2024-05-17,6.4,21.0,13.7
IUNG125,2024-05-18,6.3,22.8,14.55
IUNG125,2024-05-19,5.5,22.2,13.85
IUNG125,2024-05-20,10.2,25.5,17.85
IUNG125,2024-05-21,8.9,25.2,17.05
IUNG125,2024-05-22,13.1,25.8,19.45
IUNG125,2024-05-23,14.8,27.0,20.9
IUNG125,2024-05-24,14.3,27.2,20.75
IUNG125,2024-05-25,12.6,25.3,18.95
IUNG125,2024-05-26,10.8,26.5,18.65
IUNG125,2024-05-27,8.1,26.7,17.4
IUNG125,2024-05-28,8.5,26.4,17.45
IUNG125,2024-05-29,10.8,27.2,19.0
IUNG125,2024-05-30,10.9,24.0,17.45
IUNG125,2024-05-31,10.4,24.8,17.6
IUNG125,2024-06-01,10.3,24.3,17.3
IUNG125,2024-06-02,10.2,20.0,15.1
IUNG125,2024-06-03,11.5,23.4,17.45
IUNG125,2024-06-04,11.0,21.5,16.25
IUNG125,2024-06-05,11.2,22.1,16.65
IUNG125,2024-06-06,10.5,23.9,17.2
IUNG125,2024-06-07,12.7,21.7,17.2
IUNG125,2024-06-08,11.8,22.1,16.95
IUNG125,2024-06-09,11.6,24.2,17.9
IUNG125,2024-06-10,13.3,21.1,17.2
IUNG125,2024-06-11,8.6,24.2,16.4
IUNG125,2024-06-12,7.4,18.8,13.1
IUNG125,2024-06-13,10.4,16.8,13.6
IUNG125,2024-06-14,9.3,20.3,14.8
IUNG125,2024-06-15,10.1,23.4,16.75
IUNG125,2024-06-16,9.8,25.7,17.75
IUNG125,2024-06-17,13.1,25.4,19.25
IUNG125,2024-06-18,13.1,28.2,20.65
IUNG125,2024-06-19,14.0,31.2,22.6
IUNG125,2024-06-20,10.7,21.3,16.0
IUNG125,2024-06-21,10.1,26.3,18.2
IUNG125,2024-06-22,15.8,25.4,20.6
IUNG125,2024-06-23,12.7,24.0,18.35
IUNG125,2024-06-24,14.8,19.6,17.2
IUNG125,2024-06-25,14.7,26.2,20.45
IUNG125,2024-06-26,14.1,28.7,21.4
IUNG125,2024-06-27,15.5,30.5,23.0
IUNG125,2024-06-28,16.3,31.4,23.85
IUNG125,2024-06-29,16.6,28.8,22.7
IUNG125,2024-06-30,16.2,33.1,24.65
IUNG125,2024-07-01,17.5,28.5,23.0
IUNG125,2024-07-02,9.2,21.0,15.1
IUNG125,2024-07-03,8.2,23.6,15.9
IUNG125,2024-07-04,12.8,24.6,18.7
IUNG125,2024-07-05,11.6,22.4,17.0
IUNG125,2024-07-06,12.6,30.5,21.55
IUNG125,2024-07-07,17.1,31.9,24.5
IUNG125,2024-07-08,15.7,26.5,21.1
IUNG125,2024-07-09,15.0,29.6,22.3
IUNG125,2024-07-10,17.2,32.2,24.7
IUNG125,2024-07-11,16.9,34.6,25.75
IUNG125,2024-07-12,15.3,32.3,23.8
IUNG125,2024-07-13,20.2,31.8,26.0
IUNG125,2024-07-14,18.1,25.7,21.9
IUNG125,2024-07-15,19.4,30.2,24.8
IUNG125,2024-07-16,18.2,32.1,25.15
IUNG125,2024-07-17,17.3,29.1,23.2
IUNG125,2024-07-18,13.8,26.9,20.35
IUNG125,2024-07-19,12.7,26.7,19.7
IUNG125,2024-07-20,11.6,27.8,19.7
IUNG125,2024-07-21,12.2,29.0,20.6
IUNG125,2024-07-22,14.2,31.2,22.7
IUNG125,2024-07-23,15.0,24.6,19.8
IUNG125,2024-07-24,12.8,27.7,20.25
IUNG125,2024-07-25,15.1,22.0,18.55
IUNG125,2024-07-26,13.2,23.0,18.1
IUNG125,2024-07-27,11.9,28.6,20.25
IUNG125,2024-07-28,12.8,23.5,18.15
IUNG125,2024-07-29,13.3,23.5,18.4
IUNG125,2024-07-30,10.9,24.4,17.65
IUNG125,2024-07-31,8.8,27.1,17.95
IUNG125,2024-08-01,8.6,28.3,18.45
IUNG125,2024-08-02,11.5,25.3,18.4
IUNG125,2024-08-03,9.0,22.2,15.6
IUNG125,2024-08-04,8.1,26.4,17.25
IUNG125,2024-08-05,13.6,19.2,16.4
IUNG125,2024-08-06,12.9,24.6,18.75
IUNG125,2024-08-07,12.3,27.8,20.05
IUNG125,2024-08-08,13.4,25.7,19.55
IUNG125,2024-08-09,15.1,25.4,20.25
IUNG125,2024-08-10,12.6,26.4,19.5
IUNG125,2024-08-11,10.4,25.3,17.85
IUNG125,2024-08-12,8.5,23.8,16.15
IUNG125,2024-08-13,6.9,24.9,15.9
IUNG125,2024-08-14,6.8,26.6,16.7
IUNG125,2024-08-15,10.8,28.9,19.85
IUNG125,2024-08-16,16.1,30.9,23.5
IUNG125,2024-08-17,14.9,31.7,23.3
IUNG125,2024-08-18,18.6,31.1,24.85
IUNG125,2024-08-19,17.7,31.3,24.5
IUNG125,2024-08-20,18.5,23.2,20.85
IUNG125,2024-08-21,17.1,25.3,21.2
IUNG125,2024-08-22,11.1,19.6,15.35
IUNG125,2024-08-23,10.1,24.6,17.35
IUNG125,2024-08-24,13.5,30.2,21.85
IUNG125,2024-08-25,14.8,31.4,23.1
IUNG125,2024-08-26,17.0,28.0,22.5
IUNG125,2024-08-27,16.1,28.7,22.4
IUNG125,2024-08-28,15.6,30.6,23.1
IUNG125,2024-08-29,16.6,31.4,24.0
IUNG125,2024-08-30,14.6,31.4,23.0
IUNG125,2024-08-31,13.0,31.5,22.25
IUNG125,2024-09-01,14.2,24.6,19.4
IUNG125,2024-09-02,12.2,29.1,20.65
IUNG125,2024-09-03,15.9,30.2,23.05
IUNG125,2024-09-04,14.4,30.2,22.3
IUNG125,2024-09-05,15.7,29.1,22.4
IUNG125,2024-09-06,15.5,28.9,22.2
IUNG125,2024-09-07,15.9,29.4,22.65
IUNG125,2024-09-08,14.0,27.7,20.85
IUNG125,2024-09-09,12.1,27.6,19.85
IUNG125,2024-09-10,13.4,17.5,15.45
IUNG125,2024-09-11,12.9,20.6,16.75
IUNG125,2024-09-12,13.7,17.7,15.7
IUNG125,2024-09-13,14.4,20.7,17.55
IUNG125,2024-09-14,16.2,21.9,19.05
IUNG125,2024-09-15,13.5,21.3,17.4
IUNG125,2024-09-16,11.8,25.0,18.4
IUNG125,2024-09-17,11.2,25.5,18.35
IUNG125,2024-09-18,10.2,25.0,17.6
IUNG125,2024-09-19,8.3,23.1,15.7
IUNG125,2024-09-20,5.4,23.1,14.25
IUNG125,2024-09-21,5.9,24.3,15.1
IUNG125,2024-09-22,6.8,23.3,15.05
IUNG125,2024-09-23,8.1,24.8,16.45
IUNG125,2024-09-24,10.3,26.1,18.2
IUNG125,2024-09-25,12.6,22.9,17.75
IUNG125,2024-09-26,11.5,21.7,16.6
IUNG125,2024-09-27,14.7,22.8,18.75
IUNG125,2024-09-28,10.9,17.8,14.35
IUNG125,2024-09-29,5.4,13.4,9.4
IUNG125,2024-09-30,5.3,12.8,9.05
IUNG125,2024-10-01,1.9,10.6,6.25
IUNG125,2024-10-02,1.8,16.7,9.25
IUNG125,2024-10-03,5.8,13.7,9.75
IUNG125,2024-10-04,6.3,12.3,9.3
IUNG125,2024-10-05,9.1,11.3,10.2
IUNG125,2024-10-06,7.1,9.7,8.4
IUNG125,2024-10-07,3.6,11.4,7.5
IUNG125,2024-10-08,4.3,19.7,12.0
IUNG125,2024-10-09,10.8,21.7,16.25
IUNG125,2024-10-10,12.4,21.5,16.95
IUNG125,2024-10-11,3.9,14.5,9.2
IUNG125,2024-10-12,1.4,13.0,7.2
IUNG125,2024-10-13,3.1,13.6,8.35
IUNG125,2024-10-14,7.7,10.0,8.85
IUNG125,2024-10-15,7.1,10.5,8.8
IUNG125,2024-10-16,1.5,10.9,6.2
IUNG125,2024-10-17,0.8,12.0,6.4
IUNG125,2024-10-18,2.4,14.1,8.25
IUNG125,2024-10-19,0.4,12.4,6.4
IUNG125,2024-10-20,0.0,13.8,6.9
IUNG125,2024-10-21,0.7,15.0,7.85
IUNG125,2024-10-22,4.9,15.4,10.15
